OpenTime,Open,High,Low,Close,Volume
2025-05-06T08:30:00.0000000Z,144.02000000,144.15000000,144.01000000,144.15000000,1586.25400000
2025-05-06T08:31:00.0000000Z,144.14000000,144.15000000,144.10000000,144.15000000,938.14400000
2025-05-06T08:32:00.0000000Z,144.15000000,144.23000000,144.14000000,144.23000000,934.48500000
2025-05-06T08:33:00.0000000Z,144.23000000,144.32000000,144.23000000,144.27000000,3056.08700000
2025-05-06T08:34:00.0000000Z,144.26000000,144.30000000,144.25000000,144.29000000,1128.09100000
2025-05-06T08:35:00.0000000Z,144.30000000,144.38000000,144.29000000,144.37000000,3305.15500000
2025-05-06T08:36:00.0000000Z,144.38000000,144.43000000,144.37000000,144.43000000,716.43000000
2025-05-06T08:37:00.0000000Z,144.42000000,144.42000000,144.38000000,144.42000000,1406.60700000
2025-05-06T08:38:00.0000000Z,144.43000000,144.47000000,144.40000000,144.46000000,561.66400000
2025-05-06T08:39:00.0000000Z,144.47000000,144.47000000,144.20000000,144.22000000,1611.81700000
2025-05-06T08:40:00.0000000Z,144.23000000,144.25000000,144.17000000,144.23000000,622.66000000
2025-05-06T08:41:00.0000000Z,144.22000000,144.30000000,144.22000000,144.28000000,414.29100000
2025-05-06T08:42:00.0000000Z,144.28000000,144.35000000,144.23000000,144.32000000,680.55000000
2025-05-06T08:43:00.0000000Z,144.32000000,144.42000000,144.32000000,144.41000000,476.90200000
2025-05-06T08:44:00.0000000Z,144.42000000,144.47000000,144.38000000,144.38000000,2212.51800000
2025-05-06T08:45:00.0000000Z,144.38000000,144.51000000,144.34000000,144.51000000,1247.17800000
2025-05-06T08:46:00.0000000Z,144.50000000,144.53000000,144.50000000,144.53000000,285.27200000
2025-05-06T08:47:00.0000000Z,144.52000000,144.52000000,144.44000000,144.48000000,1034.15100000
2025-05-06T08:48:00.0000000Z,144.49000000,144.56000000,144.47000000,144.51000000,1173.45800000
2025-05-06T08:49:00.0000000Z,144.51000000,144.55000000,144.47000000,144.47000000,630.52900000
2025-05-06T08:50:00.0000000Z,144.46000000,144.55000000,144.44000000,144.55000000,309.08200000
2025-05-06T08:51:00.0000000Z,144.56000000,144.60000000,144.53000000,144.55000000,626.77700000
2025-05-06T08:52:00.0000000Z,144.55000000,144.55000000,144.48000000,144.52000000,1140.13300000
2025-05-06T08:53:00.0000000Z,144.53000000,144.66000000,144.53000000,144.65000000,1005.81600000
2025-05-06T08:54:00.0000000Z,144.66000000,144.66000000,144.61000000,144.62000000,563.95600000
2025-05-06T08:55:00.0000000Z,144.61000000,144.61000000,144.53000000,144.54000000,464.64700000
2025-05-06T08:56:00.0000000Z,144.54000000,144.57000000,144.53000000,144.54000000,311.80200000
2025-05-06T08:57:00.0000000Z,144.54000000,144.67000000,144.53000000,144.67000000,723.59700000
2025-05-06T08:58:00.0000000Z,144.67000000,144.67000000,144.62000000,144.62000000,692.44500000
2025-05-06T08:59:00.0000000Z,144.63000000,144.66000000,144.62000000,144.64000000,1106.72600000
2025-05-06T09:00:00.0000000Z,144.63000000,144.63000000,144.44000000,144.45000000,1508.15400000
2025-05-06T09:01:00.0000000Z,144.44000000,144.45000000,144.23000000,144.26000000,1502.53300000
2025-05-06T09:02:00.0000000Z,144.26000000,144.32000000,144.26000000,144.32000000,531.89600000
2025-05-06T09:03:00.0000000Z,144.32000000,144.40000000,144.31000000,144.36000000,321.90500000
2025-05-06T09:04:00.0000000Z,144.36000000,144.36000000,144.28000000,144.34000000,514.61400000
2025-05-06T09:05:00.0000000Z,144.35000000,144.49000000,144.35000000,144.48000000,1210.37300000
2025-05-06T09:06:00.0000000Z,144.48000000,144.50000000,144.47000000,144.49000000,575.42200000
2025-05-06T09:07:00.0000000Z,144.49000000,144.53000000,144.38000000,144.38000000,1034.69700000
2025-05-06T09:08:00.0000000Z,144.38000000,144.43000000,144.32000000,144.42000000,483.08300000
2025-05-06T09:09:00.0000000Z,144.43000000,144.44000000,144.33000000,144.43000000,597.40900000
2025-05-06T09:10:00.0000000Z,144.43000000,144.47000000,144.40000000,144.46000000,469.89800000
2025-05-06T09:11:00.0000000Z,144.46000000,144.47000000,144.40000000,144.40000000,677.19000000
2025-05-06T09:12:00.0000000Z,144.39000000,144.43000000,144.33000000,144.34000000,945.86000000
2025-05-06T09:13:00.0000000Z,144.34000000,144.34000000,144.25000000,144.25000000,519.08000000
2025-05-06T09:14:00.0000000Z,144.25000000,144.26000000,144.19000000,144.20000000,3555.57900000
2025-05-06T09:15:00.0000000Z,144.20000000,144.28000000,144.19000000,144.27000000,206.06900000
2025-05-06T09:16:00.0000000Z,144.27000000,144.27000000,144.09000000,144.10000000,684.43300000
2025-05-06T09:17:00.0000000Z,144.11000000,144.14000000,144.06000000,144.14000000,424.19000000
2025-05-06T09:18:00.0000000Z,144.14000000,144.15000000,144.08000000,144.10000000,281.27800000
2025-05-06T09:19:00.0000000Z,144.10000000,144.11000000,144.06000000,144.07000000,488.47900000
2025-05-06T09:20:00.0000000Z,144.08000000,144.10000000,144.06000000,144.08000000,590.61900000
2025-05-06T09:21:00.0000000Z,144.08000000,144.15000000,144.06000000,144.15000000,1073.85000000
2025-05-06T09:22:00.0000000Z,144.14000000,144.14000000,144.06000000,144.09000000,480.74100000
2025-05-06T09:23:00.0000000Z,144.09000000,144.18000000,144.09000000,144.18000000,351.77300000
2025-05-06T09:24:00.0000000Z,144.18000000,144.22000000,144.11000000,144.11000000,266.68200000
2025-05-06T09:25:00.0000000Z,144.12000000,144.12000000,144.01000000,144.02000000,670.36600000
2025-05-06T09:26:00.0000000Z,144.02000000,144.11000000,144.02000000,144.11000000,801.65700000
2025-05-06T09:27:00.0000000Z,144.10000000,144.22000000,144.10000000,144.22000000,422.87100000
2025-05-06T09:28:00.0000000Z,144.21000000,144.23000000,144.21000000,144.23000000,226.29700000
2025-05-06T09:29:00.0000000Z,144.22000000,144.25000000,144.22000000,144.22000000,1197.23200000
